movement_id,product_id,warehouse_id,jenis_mutasi,kuantitas_perubahan,recorded_timestamp,operator_id
MOV-001883,PROD-2370,WH-SURABAYA-02,INBOUND,94,2026-06-17 19:20:02,OP-105
MOV-001884,PROD-1274,WH-JAKARTA-01,OUTBOUND,167,2026-06-12 02:41:49,OP-967
MOV-001885,PROD-0566,WH-MEDAN-03,OUTBOUND,88,2026-06-02 04:16:31,OP-994
MOV-001886,PROD-2058,WH-MEDAN-03,OUTBOUND,88,2026-06-08 22:36:25,OP-336
MOV-001887,PROD-0678,WH-SURABAYA-02,INBOUND,155,2026-06-02 09:36:36,OP-713
MOV-001888,PROD-0851,WH-SURABAYA-02,OUTBOUND,201,2026-06-24 03:31:11,OP-834
MOV-001889,PROD-0285,WH-JAKARTA-01,INBOUND,13,2026-06-20 01:48:21,OP-343
MOV-001890,PROD-2201,WH-BANDUNG-04,OUTBOUND,219,2026-06-01 22:16:42,OP-356
MOV-001891,PROD-1553,WH-BANDUNG-04,OUTBOUND,22,2026-06-25 01:49:45,OP-777
MOV-001892,PROD-0371,WH-MEDAN-03,INBOUND,225,2026-06-23 01:23:03,OP-235
MOV-001893,PROD-2349,WH-MEDAN-03,INBOUND,79,2026-06-06 11:56:04,OP-586
MOV-001894,PROD-1841,WH-SURABAYA-02,INBOUND,239,2026-06-11 01:51:38,OP-812
MOV-001895,PROD-1879,WH-JAKARTA-01,OUTBOUND,180,2026-06-29 01:48:07,OP-960
MOV-001896,PROD-2194,WH-SURABAYA-02,OUTBOUND,76,2026-06-22 01:56:18,OP-201
MOV-001897,PROD-1611,WH-BANDUNG-04,INBOUND,95,2026-06-20 00:13:58,OP-841
MOV-001898,PROD-0141,WH-SURABAYA-02,INBOUND,70,2026-06-04 00:12:52,OP-653
MOV-001899,PROD-2132,WH-BANDUNG-04,OUTBOUND,27,2026-06-16 16:00:52,OP-504
MOV-001900,PROD-1130,WH-MEDAN-03,INBOUND,217,2026-06-04 18:25:48,OP-507
MOV-001901,PROD-1628,WH-SURABAYA-02,INBOUND,142,2026-06-25 12:07:03,OP-865
MOV-001902,PROD-1379,WH-MEDAN-03,OUTBOUND,42,2026-06-18 15:33:48,OP-697
MOV-001903,PROD-2069,WH-BANDUNG-04,OUTBOUND,132,2026-06-30 08:04:56,OP-254
MOV-001904,PROD-1245,WH-BANDUNG-04,INBOUND,63,2026-06-19 19:49:18,OP-470
MOV-001905,PROD-1111,WH-MEDAN-03,INBOUND,72,2026-06-28 06:55:27,OP-429
MOV-001906,PROD-1716,WH-MEDAN-03,OUTBOUND,89,2026-06-19 05:06:37,OP-229
MOV-001907,PROD-0453,WH-BANDUNG-04,INBOUND,233,2026-06-19 21:53:11,OP-718
MOV-001908,PROD-0342,WH-JAKARTA-01,OUTBOUND,123,2026-06-24 20:48:31,OP-953
MOV-001909,PROD-0393,WH-BANDUNG-04,OUTBOUND,175,2026-06-26 04:18:17,OP-972
MOV-001910,PROD-1376,WH-JAKARTA-01,INBOUND,16,2026-06-15 21:44:10,OP-764
MOV-001911,PROD-1270,WH-BANDUNG-04,OUTBOUND,116,2026-06-02 05:53:40,OP-156
MOV-001912,PROD-1710,WH-MEDAN-03,OUTBOUND,120,2026-06-20 18:37:33,OP-437
MOV-001913,PROD-0971,WH-JAKARTA-01,OUTBOUND,185,2026-06-16 05:26:14,OP-124
MOV-001914,PROD-1607,WH-JAKARTA-01,OUTBOUND,242,2026-06-26 10:21:54,OP-736
MOV-001915,PROD-2206,WH-JAKARTA-01,OUTBOUND,146,2026-06-11 08:40:19,OP-277
MOV-001916,PROD-0699,WH-BANDUNG-04,OUTBOUND,56,2026-06-28 11:20:54,OP-498
MOV-001917,PROD-0166,WH-BANDUNG-04,INBOUND,88,2026-06-17 22:34:09,OP-154
MOV-001918,PROD-2082,WH-MEDAN-03,INBOUND,115,2026-06-18 20:30:09,OP-107
MOV-001919,PROD-0255,WH-MEDAN-03,INBOUND,204,2026-06-03 10:56:32,OP-149
MOV-001920,PROD-0302,WH-JAKARTA-01,ADJUSTMENT_DEFECT,223,2026-06-02 01:31:49,OP-782
MOV-001921,PROD-2268,WH-SURABAYA-02,RETUR_STOCK,233,2026-06-28 12:45:08,OP-182
MOV-001922,PROD-0935,WH-MEDAN-03,INBOUND,65,2026-06-14 06:25:36,OP-902
MOV-001923,PROD-1506,WH-MEDAN-03,OUTBOUND,173,2026-06-19 21:22:35,OP-915
MOV-001924,PROD-1257,WH-JAKARTA-01,INBOUND,25,2026-06-26 07:53:27,OP-938
MOV-001925,PROD-0953,WH-MEDAN-03,RETUR_STOCK,180,2026-06-05 14:24:07,OP-213
MOV-001926,PROD-2263,WH-SURABAYA-02,INBOUND,60,2026-06-09 13:40:28,OP-783
MOV-001927,PROD-0245,WH-MEDAN-03,OUTBOUND,39,2026-06-10 04:32:33,OP-889
MOV-001928,PROD-2068,WH-SURABAYA-02,INBOUND,48,2026-06-24 12:04:09,OP-867
MOV-001929,PROD-0210,WH-JAKARTA-01,INBOUND,43,2026-06-10 05:36:21,OP-156
MOV-001930,PROD-0426,WH-BANDUNG-04,INBOUND,245,2026-06-06 18:49:48,OP-185
MOV-001931,PROD-0981,WH-MEDAN-03,OUTBOUND,147,2026-06-13 20:46:01,OP-937
MOV-001932,PROD-2120,WH-SURABAYA-02,INBOUND,243,2026-06-19 10:11:16,OP-434
MOV-001933,PROD-0178,WH-SURABAYA-02,INBOUND,144,2026-06-12 15:19:18,OP-534
MOV-001934,PROD-1547,WH-MEDAN-03,INBOUND,121,2026-06-06 19:25:07,OP-175
MOV-001935,PROD-1899,WH-BANDUNG-04,OUTBOUND,230,2026-06-20 05:59:21,OP-525
MOV-001936,PROD-2035,WH-MEDAN-03,OUTBOUND,12,2026-06-02 16:17:40,OP-172
MOV-001937,PROD-0299,WH-BANDUNG-04,OUTBOUND,128,2026-06-21 10:18:42,OP-966
MOV-001938,PROD-2314,WH-BANDUNG-04,OUTBOUND,105,2026-06-21 13:11:57,OP-699
MOV-001939,PROD-0275,WH-BANDUNG-04,INBOUND,226,2026-06-05 15:24:15,OP-570
MOV-001940,PROD-1729,WH-MEDAN-03,OUTBOUND,71,2026-06-18 17:58:44,OP-297
MOV-001941,PROD-1847,WH-BANDUNG-04,OUTBOUND,98,2026-06-23 14:15:51,OP-675
MOV-001942,PROD-1795,WH-MEDAN-03,INBOUND,97,2026-06-07 18:51:04,OP-364
MOV-001943,PROD-0053,WH-JAKARTA-01,INBOUND,133,2026-06-13 13:52:07,OP-906
MOV-001944,PROD-1846,WH-BANDUNG-04,INBOUND,84,2026-06-07 11:07:41,OP-358
MOV-001945,PROD-1424,WH-JAKARTA-01,INBOUND,46,2026-06-10 14:34:04,OP-889
MOV-001946,PROD-1438,WH-MEDAN-03,INBOUND,35,2026-06-19 09:20:24,OP-864
MOV-001947,PROD-1628,WH-MEDAN-03,INBOUND,126,2026-06-10 03:42:50,OP-738
MOV-001948,PROD-1948,WH-MEDAN-03,INBOUND,78,2026-06-22 19:42:26,OP-741
MOV-001949,PROD-0489,WH-MEDAN-03,OUTBOUND,162,2026-06-13 11:14:45,OP-626
MOV-001950,PROD-2355,WH-SURABAYA-02,OUTBOUND,47,2026-06-14 16:16:27,OP-183
MOV-001951,PROD-0417,WH-MEDAN-03,OUTBOUND,30,2026-06-30 05:36:54,OP-242
MOV-001952,PROD-0921,WH-SURABAYA-02,INBOUND,16,2026-06-27 05:06:26,OP-189
MOV-001953,PROD-1554,WH-BANDUNG-04,INBOUND,131,2026-06-14 20:59:11,OP-975
MOV-001954,PROD-0666,WH-BANDUNG-04,RETUR_STOCK,108,2026-06-22 18:50:12,OP-336
MOV-001955,PROD-0006,WH-BANDUNG-04,INBOUND,191,2026-06-28 14:08:48,OP-101
MOV-001956,PROD-2470,WH-JAKARTA-01,OUTBOUND,73,2026-06-30 16:52:02,OP-148
MOV-001957,PROD-1475,WH-MEDAN-03,OUTBOUND,77,2026-06-06 17:46:10,OP-788
MOV-001958,PROD-2438,WH-BANDUNG-04,OUTBOUND,15,2026-06-06 15:55:51,OP-857
MOV-001959,PROD-2382,WH-SURABAYA-02,INBOUND,51,2026-06-15 13:05:44,OP-669
MOV-001960,PROD-1472,WH-SURABAYA-02,OUTBOUND,27,2026-06-11 20:30:45,OP-624
MOV-001961,PROD-0338,WH-JAKARTA-01,INBOUND,85,2026-06-30 17:49:10,OP-243
MOV-001962,PROD-0269,WH-MEDAN-03,INBOUND,175,2026-06-27 15:33:59,OP-770
MOV-001963,PROD-2113,WH-JAKARTA-01,OUTBOUND,81,2026-06-29 23:27:41,OP-882
MOV-001964,PROD-1088,WH-BANDUNG-04,OUTBOUND,213,2026-06-26 09:55:34,OP-297
MOV-001965,PROD-1294,WH-BANDUNG-04,OUTBOUND,219,2026-06-11 12:46:01,OP-643
MOV-001966,PROD-0657,WH-SURABAYA-02,INBOUND,127,2026-06-24 01:47:14,OP-974
MOV-001967,PROD-1401,WH-MEDAN-03,OUTBOUND,171,2026-06-20 04:17:06,OP-410
MOV-001968,PROD-1869,WH-JAKARTA-01,OUTBOUND,77,2026-06-16 16:53:46,OP-781
MOV-001969,PROD-2377,WH-MEDAN-03,INBOUND,214,2026-06-07 20:48:30,OP-484
MOV-001970,PROD-1657,WH-SURABAYA-02,OUTBOUND,59,2026-06-05 13:10:35,OP-952
MOV-001971,PROD-0862,WH-MEDAN-03,INBOUND,22,2026-06-14 03:45:40,OP-686
MOV-001972,PROD-2469,WH-BANDUNG-04,OUTBOUND,98,2026-06-23 13:46:34,OP-739
MOV-001973,PROD-1337,WH-BANDUNG-04,RETUR_STOCK,174,2026-06-05 06:56:53,OP-152
MOV-001974,PROD-2357,WH-JAKARTA-01,OUTBOUND,240,2026-06-29 02:32:56,OP-882
MOV-001975,PROD-1668,WH-JAKARTA-01,OUTBOUND,158,2026-06-23 05:31:45,OP-796
MOV-001976,PROD-1826,WH-JAKARTA-01,OUTBOUND,22,2026-06-30 05:29:01,OP-803
MOV-001977,PROD-1213,WH-JAKARTA-01,OUTBOUND,217,2026-06-29 19:27:18,OP-825
MOV-001978,PROD-1066,WH-JAKARTA-01,OUTBOUND,132,2026-06-01 13:56:24,OP-939
MOV-001979,PROD-0320,WH-MEDAN-03,INBOUND,237,2026-06-30 19:26:11,OP-674
MOV-001980,PROD-1681,WH-MEDAN-03,OUTBOUND,45,2026-06-25 23:26:46,OP-973
MOV-001981,PROD-0445,WH-BANDUNG-04,INBOUND,174,2026-06-02 00:25:36,OP-514
MOV-001982,PROD-1398,WH-BANDUNG-04,OUTBOUND,37,2026-06-16 23:39:35,OP-589
MOV-001983,PROD-0286,WH-SURABAYA-02,OUTBOUND,47,2026-06-17 12:27:21,OP-230
MOV-001984,PROD-2219,WH-MEDAN-03,OUTBOUND,18,2026-06-14 21:59:38,OP-301
MOV-001985,PROD-2311,WH-MEDAN-03,OUTBOUND,187,2026-06-25 11:35:19,OP-790
MOV-001986,PROD-1828,WH-SURABAYA-02,OUTBOUND,62,2026-06-18 07:35:28,OP-323
MOV-001987,PROD-2190,WH-JAKARTA-01,OUTBOUND,142,2026-06-03 16:10:44,OP-175
MOV-001988,PROD-1464,WH-MEDAN-03,OUTBOUND,32,2026-06-25 06:42:03,OP-162
MOV-001989,PROD-0593,WH-BANDUNG-04,INBOUND,18,2026-06-02 22:42:20,OP-370
MOV-001990,PROD-0416,WH-SURABAYA-02,INBOUND,215,2026-06-19 10:29:46,OP-781
MOV-001991,PROD-2073,WH-SURABAYA-02,INBOUND,158,2026-06-28 05:10:11,OP-368
MOV-001992,PROD-0094,WH-MEDAN-03,OUTBOUND,78,2026-06-12 06:48:29,OP-641
MOV-001993,PROD-2353,WH-MEDAN-03,INBOUND,149,2026-06-16 01:37:56,OP-227
MOV-001994,PROD-2233,WH-BANDUNG-04,INBOUND,166,2026-06-27 01:03:07,OP-605
MOV-001995,PROD-2331,WH-MEDAN-03,INBOUND,18,2026-06-14 07:50:50,OP-792
MOV-001996,PROD-1179,WH-BANDUNG-04,INBOUND,158,2026-06-03 10:59:08,OP-577
MOV-001997,PROD-0686,WH-MEDAN-03,INBOUND,246,2026-06-04 08:41:48,OP-743
MOV-001998,PROD-0863,WH-JAKARTA-01,INBOUND,166,2026-06-23 02:47:49,OP-350
MOV-001999,PROD-0685,WH-SURABAYA-02,INBOUND,248,2026-06-12 22:28:30,OP-743
MOV-002000,PROD-1038,WH-MEDAN-03,OUTBOUND,215,2026-06-26 07:31:42,OP-522
MOV-002001,PROD-0341,WH-MEDAN-03,INBOUND,28,2026-06-07 03:03:34,OP-976
MOV-002002,PROD-0604,WH-BANDUNG-04,RETUR_STOCK,227,2026-06-19 04:25:10,OP-471
MOV-002003,PROD-1807,WH-MEDAN-03,OUTBOUND,108,2026-06-04 01:51:46,OP-424
MOV-002004,PROD-0734,WH-JAKARTA-01,INBOUND,74,2026-06-22 06:29:54,OP-842
MOV-002005,PROD-1497,WH-BANDUNG-04,INBOUND,24,2026-06-16 22:43:18,OP-529
MOV-002006,PROD-1132,WH-MEDAN-03,OUTBOUND,171,2026-06-14 11:35:39,OP-171
MOV-002007,PROD-1355,WH-MEDAN-03,INBOUND,125,2026-06-17 01:51:09,OP-720
MOV-002008,PROD-0540,WH-BANDUNG-04,ADJUSTMENT_DEFECT,177,2026-06-20 21:52:33,OP-241
MOV-002009,PROD-2487,WH-SURABAYA-02,INBOUND,38,2026-06-30 12:47:53,OP-229
MOV-002010,PROD-1733,WH-MEDAN-03,OUTBOUND,154,2026-06-19 09:25:58,OP-173
MOV-002011,PROD-1736,WH-SURABAYA-02,RETUR_STOCK,75,2026-06-01 18:58:55,OP-890
MOV-002012,PROD-2432,WH-SURABAYA-02,OUTBOUND,37,2026-06-21 16:35:11,OP-643
MOV-002013,PROD-2208,WH-SURABAYA-02,RETUR_STOCK,10,2026-06-03 19:00:48,OP-660
MOV-002014,PROD-2480,WH-MEDAN-03,ADJUSTMENT_DEFECT,20,2026-06-10 22:34:51,OP-239
MOV-002015,PROD-1420,WH-MEDAN-03,RETUR_STOCK,204,2026-06-18 20:33:01,OP-999
MOV-002016,PROD-1990,WH-MEDAN-03,OUTBOUND,113,2026-06-25 20:29:21,OP-243
MOV-002017,PROD-0615,WH-JAKARTA-01,INBOUND,27,2026-06-03 12:24:53,OP-121
MOV-002018,PROD-0488,WH-MEDAN-03,INBOUND,150,2026-06-09 16:30:09,OP-520
MOV-002019,PROD-1213,WH-BANDUNG-04,INBOUND,18,2026-06-14 08:24:11,OP-318
MOV-002020,PROD-1442,WH-MEDAN-03,RETUR_STOCK,54,2026-06-27 07:09:05,OP-868
MOV-002021,PROD-2391,WH-BANDUNG-04,INBOUND,65,2026-06-06 09:06:14,OP-183
MOV-002022,PROD-1385,WH-MEDAN-03,INBOUND,40,2026-06-19 23:50:27,OP-638
MOV-002023,PROD-2157,WH-JAKARTA-01,OUTBOUND,19,2026-06-19 06:55:11,OP-844
MOV-002024,PROD-0849,WH-BANDUNG-04,INBOUND,9,2026-06-27 14:10:03,OP-507
MOV-002025,PROD-0301,WH-BANDUNG-04,OUTBOUND,57,2026-06-19 11:07:15,OP-941
MOV-002026,PROD-1392,WH-JAKARTA-01,ADJUSTMENT_DEFECT,242,2026-06-17 05:42:43,OP-394
MOV-002027,PROD-1340,WH-SURABAYA-02,OUTBOUND,52,2026-06-26 12:17:34,OP-224
MOV-002028,PROD-0705,WH-MEDAN-03,OUTBOUND,211,2026-06-12 21:37:55,OP-592
MOV-002029,PROD-0269,WH-JAKARTA-01,OUTBOUND,15,2026-06-30 09:18:11,OP-493
MOV-002030,PROD-1525,WH-SURABAYA-02,OUTBOUND,6,2026-06-29 06:29:09,OP-164
MOV-002031,PROD-0478,WH-BANDUNG-04,INBOUND,91,2026-06-11 02:19:20,OP-753
MOV-002032,PROD-0176,WH-SURABAYA-02,OUTBOUND,28,2026-06-11 01:53:45,OP-744
MOV-002033,PROD-0239,WH-SURABAYA-02,INBOUND,214,2026-06-07 21:32:47,OP-742
MOV-002034,PROD-1969,WH-SURABAYA-02,OUTBOUND,72,2026-06-06 17:34:13,OP-835
MOV-002035,PROD-0610,WH-MEDAN-03,OUTBOUND,83,2026-06-04 06:17:58,OP-328
MOV-002036,PROD-1788,WH-BANDUNG-04,INBOUND,16,2026-06-01 13:15:28,OP-948
MOV-002037,PROD-0492,WH-JAKARTA-01,OUTBOUND,191,2026-06-12 00:59:42,OP-129
MOV-002038,PROD-2147,WH-MEDAN-03,OUTBOUND,71,2026-06-21 07:26:21,OP-259
MOV-002039,PROD-0329,WH-JAKARTA-01,INBOUND,164,2026-06-13 15:50:16,OP-294
MOV-002040,PROD-0445,WH-BANDUNG-04,INBOUND,40,2026-06-02 21:06:00,OP-523
MOV-002041,PROD-1690,WH-JAKARTA-01,OUTBOUND,153,2026-06-25 03:47:33,OP-368
MOV-002042,PROD-0998,WH-MEDAN-03,OUTBOUND,116,2026-06-01 10:23:52,OP-882
MOV-002043,PROD-2343,WH-BANDUNG-04,OUTBOUND,202,2026-06-27 14:33:39,OP-219
MOV-002044,PROD-0442,WH-BANDUNG-04,OUTBOUND,198,2026-06-22 02:18:10,OP-806
MOV-002045,PROD-0795,WH-JAKARTA-01,OUTBOUND,126,2026-06-29 12:27:51,OP-742
MOV-002046,PROD-1832,WH-MEDAN-03,OUTBOUND,141,2026-06-16 10:20:17,OP-546
MOV-002047,PROD-0891,WH-BANDUNG-04,INBOUND,208,2026-06-16 11:56:43,OP-722
MOV-002048,PROD-2079,WH-BANDUNG-04,ADJUSTMENT_DEFECT,48,2026-06-29 14:38:13,OP-344
MOV-002049,PROD-1155,WH-SURABAYA-02,OUTBOUND,63,2026-06-09 01:27:52,OP-533
MOV-002050,PROD-1752,WH-MEDAN-03,OUTBOUND,156,2026-06-12 11:58:31,OP-618
MOV-002051,PROD-2486,WH-JAKARTA-01,OUTBOUND,131,2026-06-16 07:33:03,OP-293
MOV-002052,PROD-1350,WH-MEDAN-03,INBOUND,67,2026-06-29 07:58:30,OP-424
MOV-002053,PROD-2334,WH-MEDAN-03,OUTBOUND,210,2026-06-24 04:56:29,OP-740
MOV-002054,PROD-0291,WH-MEDAN-03,INBOUND,245,2026-06-16 01:17:02,OP-724
MOV-002055,PROD-0368,WH-JAKARTA-01,INBOUND,45,2026-06-05 07:36:24,OP-705
MOV-002056,PROD-0486,WH-SURABAYA-02,OUTBOUND,80,2026-06-25 14:13:54,OP-167
MOV-002057,PROD-0168,WH-BANDUNG-04,INBOUND,223,2026-06-11 13:56:48,OP-523
MOV-002058,PROD-1885,WH-MEDAN-03,INBOUND,206,2026-06-15 16:59:19,OP-967
MOV-002059,PROD-1791,WH-MEDAN-03,OUTBOUND,111,2026-06-17 06:52:01,OP-573
MOV-002060,PROD-0078,WH-BANDUNG-04,ADJUSTMENT_DEFECT,134,2026-06-08 19:59:25,OP-544
MOV-002061,PROD-1109,WH-JAKARTA-01,OUTBOUND,99,2026-06-27 05:48:20,OP-380
MOV-002062,PROD-0892,WH-JAKARTA-01,OUTBOUND,32,2026-06-23 20:43:26,OP-115
MOV-002063,PROD-0661,WH-BANDUNG-04,RETUR_STOCK,148,2026-06-05 23:38:46,OP-956
MOV-002064,PROD-1225,WH-JAKARTA-01,OUTBOUND,63,2026-06-07 08:26:55,OP-349
MOV-002065,PROD-0589,WH-SURABAYA-02,ADJUSTMENT_DEFECT,133,2026-06-03 11:04:54,OP-250
MOV-002066,PROD-0565,WH-BANDUNG-04,INBOUND,90,2026-06-13 20:35:58,OP-330
MOV-002067,PROD-0302,WH-JAKARTA-01,OUTBOUND,5,2026-06-24 05:52:22,OP-900
MOV-002068,PROD-2341,WH-JAKARTA-01,INBOUND,35,2026-06-18 16:23:14,OP-691
MOV-002069,PROD-0294,WH-JAKARTA-01,OUTBOUND,26,2026-06-04 10:57:23,OP-782
MOV-002070,PROD-0109,WH-BANDUNG-04,OUTBOUND,230,2026-06-22 05:01:10,OP-169
MOV-002071,PROD-2413,WH-MEDAN-03,INBOUND,208,2026-06-19 20:58:37,OP-830
MOV-002072,PROD-1518,WH-JAKARTA-01,OUTBOUND,191,2026-06-01 04:58:41,OP-685
MOV-002073,PROD-2141,WH-JAKARTA-01,OUTBOUND,123,2026-06-30 00:58:48,OP-851
MOV-002074,PROD-1709,WH-JAKARTA-01,OUTBOUND,219,2026-06-02 23:39:38,OP-333
MOV-002075,PROD-0428,WH-BANDUNG-04,INBOUND,32,2026-06-09 19:50:56,OP-774
MOV-002076,PROD-0638,WH-JAKARTA-01,OUTBOUND,120,2026-06-12 06:24:47,OP-283
MOV-002077,PROD-2416,WH-BANDUNG-04,INBOUND,246,2026-06-19 05:48:27,OP-451
MOV-002078,PROD-0105,WH-BANDUNG-04,OUTBOUND,80,2026-06-21 19:52:43,OP-243
MOV-002079,PROD-2257,WH-MEDAN-03,INBOUND,31,2026-06-20 18:20:02,OP-907
MOV-002080,PROD-1085,WH-JAKARTA-01,INBOUND,91,2026-06-03 11:25:29,OP-646
MOV-002081,PROD-0012,WH-BANDUNG-04,INBOUND,133,2026-06-16 09:28:51,OP-252
MOV-002082,PROD-0649,WH-BANDUNG-04,INBOUND,128,2026-06-17 03:24:20,OP-750
MOV-002083,PROD-0875,WH-SURABAYA-02,OUTBOUND,111,2026-06-28 13:54:42,OP-924
MOV-002084,PROD-2434,WH-MEDAN-03,INBOUND,134,2026-06-29 05:37:44,OP-511
MOV-002085,PROD-0884,WH-MEDAN-03,OUTBOUND,240,2026-06-12 21:25:40,OP-924
MOV-002086,PROD-0555,WH-JAKARTA-01,RETUR_STOCK,99,2026-06-23 00:28:38,OP-565
MOV-002087,PROD-1460,WH-BANDUNG-04,OUTBOUND,70,2026-06-06 19:33:01,OP-204
MOV-002088,PROD-1344,WH-SURABAYA-02,OUTBOUND,181,2026-06-14 08:32:12,OP-279
MOV-002089,PROD-1895,WH-JAKARTA-01,OUTBOUND,221,2026-06-22 17:26:50,OP-489
MOV-002090,PROD-0989,WH-MEDAN-03,INBOUND,234,2026-06-29 23:31:36,OP-716
MOV-002091,PROD-1580,WH-SURABAYA-02,INBOUND,244,2026-06-26 06:03:45,OP-346
MOV-002092,PROD-0353,WH-BANDUNG-04,OUTBOUND,23,2026-06-08 10:14:11,OP-572
MOV-002093,PROD-1507,WH-BANDUNG-04,INBOUND,160,2026-06-26 04:02:32,OP-697
MOV-002094,PROD-2030,WH-BANDUNG-04,ADJUSTMENT_DEFECT,202,2026-06-17 07:30:43,OP-366
MOV-002095,PROD-1847,WH-SURABAYA-02,INBOUND,171,2026-06-03 07:24:39,OP-719
MOV-002096,PROD-2391,WH-MEDAN-03,INBOUND,23,2026-06-19 21:44:13,OP-966
MOV-002097,PROD-2384,WH-SURABAYA-02,INBOUND,131,2026-06-27 03:40:56,OP-739
MOV-002098,PROD-2072,WH-BANDUNG-04,OUTBOUND,120,2026-06-30 23:18:59,OP-681
MOV-002099,PROD-0885,WH-BANDUNG-04,OUTBOUND,68,2026-06-05 12:07:12,OP-428
MOV-002100,PROD-1466,WH-SURABAYA-02,INBOUND,62,2026-06-07 06:08:46,OP-965
MOV-002101,PROD-2152,WH-MEDAN-03,OUTBOUND,21,2026-06-06 14:18:21,OP-980
MOV-002102,PROD-0574,WH-MEDAN-03,RETUR_STOCK,202,2026-06-03 23:57:38,OP-269
MOV-002103,PROD-1689,WH-BANDUNG-04,OUTBOUND,83,2026-06-25 15:05:45,OP-290
MOV-002104,PROD-0775,WH-JAKARTA-01,INBOUND,218,2026-06-01 02:13:24,OP-420
MOV-002105,PROD-0243,WH-BANDUNG-04,INBOUND,45,2026-06-14 11:03:58,OP-289
MOV-002106,PROD-2390,WH-JAKARTA-01,OUTBOUND,230,2026-06-11 02:21:19,OP-729
MOV-002107,PROD-0865,WH-BANDUNG-04,OUTBOUND,9,2026-06-03 12:26:24,OP-524
MOV-002108,PROD-2221,WH-SURABAYA-02,ADJUSTMENT_DEFECT,249,2026-06-09 17:58:26,OP-879
MOV-002109,PROD-1440,WH-SURABAYA-02,OUTBOUND,27,2026-06-09 11:48:31,OP-363
MOV-002110,PROD-2151,WH-SURABAYA-02,INBOUND,201,2026-06-25 07:14:00,OP-364
MOV-002111,PROD-2208,WH-MEDAN-03,INBOUND,240,2026-06-17 03:15:52,OP-408
MOV-002112,PROD-0714,WH-JAKARTA-01,OUTBOUND,130,2026-06-10 22:13:04,OP-800
MOV-002113,PROD-0576,WH-SURABAYA-02,INBOUND,14,2026-06-13 12:22:47,OP-632
MOV-002114,PROD-2244,WH-SURABAYA-02,RETUR_STOCK,72,2026-06-20 08:51:45,OP-385
MOV-002115,PROD-0989,WH-MEDAN-03,INBOUND,144,2026-06-25 15:09:39,OP-878
MOV-002116,PROD-1415,WH-JAKARTA-01,OUTBOUND,115,2026-06-01 01:18:46,OP-354
MOV-002117,PROD-0070,WH-SURABAYA-02,INBOUND,142,2026-06-12 23:11:48,OP-920
MOV-002118,PROD-0843,WH-JAKARTA-01,INBOUND,64,2026-06-09 19:19:18,OP-864
MOV-002119,PROD-2295,WH-JAKARTA-01,OUTBOUND,131,2026-06-04 18:19:48,OP-744
MOV-002120,PROD-2377,WH-MEDAN-03,OUTBOUND,34,2026-06-27 03:13:57,OP-539
MOV-002121,PROD-2206,WH-SURABAYA-02,INBOUND,118,2026-06-02 01:01:45,OP-885
MOV-002122,PROD-0918,WH-JAKARTA-01,INBOUND,156,2026-06-08 15:41:40,OP-820
MOV-002123,PROD-0743,WH-BANDUNG-04,OUTBOUND,73,2026-06-03 15:43:45,OP-847
MOV-002124,PROD-0055,WH-MEDAN-03,OUTBOUND,17,2026-06-07 08:04:44,OP-655
MOV-002125,PROD-1838,WH-SURABAYA-02,INBOUND,232,2026-06-10 04:10:49,OP-545
MOV-002126,PROD-1377,WH-BANDUNG-04,OUTBOUND,13,2026-06-07 07:02:01,OP-619
MOV-002127,PROD-0410,WH-MEDAN-03,INBOUND,150,2026-06-13 18:22:33,OP-215
MOV-002128,PROD-1039,WH-SURABAYA-02,OUTBOUND,167,2026-06-24 14:31:24,OP-993
MOV-002129,PROD-0147,WH-BANDUNG-04,OUTBOUND,227,2026-06-06 13:03:45,OP-218
MOV-002130,PROD-1514,WH-BANDUNG-04,INBOUND,220,2026-06-24 23:38:55,OP-176
MOV-002131,PROD-1680,WH-SURABAYA-02,OUTBOUND,239,2026-06-06 07:23:09,OP-416
MOV-002132,PROD-1049,WH-MEDAN-03,INBOUND,136,2026-06-13 16:32:43,OP-901
MOV-002133,PROD-1715,WH-BANDUNG-04,INBOUND,173,2026-06-11 22:11:07,OP-327
MOV-002134,PROD-2381,WH-BANDUNG-04,OUTBOUND,30,2026-06-17 03:46:35,OP-326
MOV-002135,PROD-1198,WH-BANDUNG-04,OUTBOUND,129,2026-06-30 02:52:37,OP-147
MOV-002136,PROD-1799,WH-JAKARTA-01,OUTBOUND,48,2026-06-25 17:57:45,OP-536
MOV-002137,PROD-2338,WH-MEDAN-03,INBOUND,174,2026-06-17 19:34:45,OP-363
MOV-002138,PROD-0027,WH-JAKARTA-01,OUTBOUND,14,2026-06-27 14:53:41,OP-124
MOV-002139,PROD-1125,WH-SURABAYA-02,INBOUND,109,2026-06-20 15:40:46,OP-719
MOV-002140,PROD-2436,WH-JAKARTA-01,INBOUND,110,2026-06-10 09:03:44,OP-824
MOV-002141,PROD-1091,WH-JAKARTA-01,OUTBOUND,205,2026-06-07 00:28:29,OP-632
MOV-002142,PROD-0250,WH-BANDUNG-04,OUTBOUND,5,2026-06-09 04:32:41,OP-125
MOV-002143,PROD-0142,WH-SURABAYA-02,RETUR_STOCK,186,2026-06-23 23:58:27,OP-428
MOV-002144,PROD-0267,WH-MEDAN-03,OUTBOUND,148,2026-06-18 21:16:40,OP-675
